# submitted_item	validated_id	current_symbol
FBgn0037889	FBgn0037889	scpr-A
FBgn0002565	FBgn0002565	Lsp2
FBgn0035519	FBgn0035519	CG1309
FBgn0001142	FBgn0001142	Gs1
FBgn0015777	FBgn0015777	nrv2
FBgn0035523	FBgn0035523	Ctl1
FBgn0045866	FBgn0045866	bai
FBgn0010019	FBgn0010019	Cyp4g1
FBgn0031913	FBgn0031913	CG5958
FBgn0050495	FBgn0050495	CG30495
FBgn0030026	FBgn0030026	sni
FBgn0040091	FBgn0040091	Ugt317A1
FBgn0010747	FBgn0010747	Srp54k
FBgn0260439	FBgn0260439	Pp2A-29B
FBgn0032864	FBgn0032864	CG2493
FBgn0030798	FBgn0030798	CG13003
FBgn0262125	FBgn0262125	Sec23
FBgn0040106	FBgn0040106	lectin-21Cb
FBgn0034713	FBgn0034713	CG11291
FBgn0011573	FBgn0011573	Cdc37
FBgn0047038	FBgn0047038	ND-13B
FBgn0000451	FBgn0000451	ect
FBgn0259221	FBgn0259221	ATP8A
FBgn0036765	FBgn0036765	CG7408
FBgn0035589	FBgn0035589	CHMP2B
FBgn0052441	FBgn0052441	EMC10
FBgn0030360	FBgn0030360	CG1806
FBgn0011640	FBgn0011640	lark
FBgn0032753	FBgn0032753	CG17572
FBgn0001247	FBgn0001247	Ide
FBgn0034697	FBgn0034697	GM130
FBgn0039936	FBgn0039936	Gyf
FBgn0036467	FBgn0036467	CG12310
FBgn0039326	FBgn0039326	CG10562
FBgn0031335	FBgn0031335	CG5565
FBgn0260653	FBgn0260653	serp
FBgn0038868	FBgn0038868	CG5862
FBgn0262899	FBgn0262899	CG43254
FBgn0039611	FBgn0039611	Nepl18
FBgn0265575	FBgn0265575	yin
FBgn0025725	FBgn0025725	alphaCOP
FBgn0038210	FBgn0038210	CG3199
FBgn0033886	FBgn0033886	Rpn13
FBgn0022349	FBgn0022349	CG1910
FBgn0034142	FBgn0034142	CG8306
FBgn0030040	FBgn0030040	CG15347
FBgn0026533	FBgn0026533	Dek
FBgn0038000	FBgn0038000	Rsbp15
FBgn0264561	FBgn0264561	Glg1
FBgn0037933	FBgn0037933	Ho
FBgn0039854	FBgn0039854	CG1635
FBgn0024352	FBgn0024352	Stip1
FBgn0086674	FBgn0086674	Tpst
FBgn0035755	FBgn0035755	CG14830
FBgn0086361	FBgn0086361	alph
FBgn0010051	FBgn0010051	Itpr
FBgn0031596	FBgn0031596	CG15429
FBgn0001281	FBgn0001281	janB
FBgn0266570	FBgn0266570	NO66
FBgn0040931	FBgn0040931	CG9034
FBgn0023212	FBgn0023212	EloB
FBgn0025839	FBgn0025839	ND-B14.5A
FBgn0020908	FBgn0020908	Scp1
FBgn0030699	FBgn0030699	CG8578
FBgn0039321	FBgn0039321	CG10550
FBgn0030593	FBgn0030593	CG9512
FBgn0030286	FBgn0030286	Gapvd1
FBgn0038993	FBgn0038993	CG13843
FBgn0050093	FBgn0050093	COX6AL
FBgn0036334	FBgn0036334	CG11267
FBgn0033149	FBgn0033149	CG11060
FBgn0028544	FBgn0028544	Vajk3
FBgn0264959	FBgn0264959	Src42A
FBgn0033062	FBgn0033062	Ars2
FBgn0020385	FBgn0020385	pug
FBgn0283666	FBgn0283666	Rap2l
FBgn0026199	FBgn0026199	myo
FBgn0015218	FBgn0015218	eIF4E1
FBgn0262621	FBgn0262621	CG43145
FBgn0000635	FBgn0000635	Fas2
FBgn0260453	FBgn0260453	CG17140
FBgn0011826	FBgn0011826	Pp2B-14D
FBgn0037583	FBgn0037583	CG9684
FBgn0035770	FBgn0035770	pst
FBgn0037260	FBgn0037260	Mur82C
FBgn0033874	FBgn0033874	CG6347
FBgn0039371	FBgn0039371	CG4960
FBgn0002626	FBgn0002626	RpL32
FBgn0034087	FBgn0034087	clu
FBgn0035372	FBgn0035372	CG12093
FBgn0053322	FBgn0053322	CG33322
FBgn0003277	FBgn0003277	RpII215
FBgn0000317	FBgn0000317	ck
FBgn0039421	FBgn0039421	CG6036
FBgn0262614	FBgn0262614	pyd
FBgn0086710	FBgn0086710	RpL30
FBgn0033889	FBgn0033889	CG6701
FBgn0050296	FBgn0050296	RIC-3
FBgn0004779	FBgn0004779	Ccp84Ae
FBgn0038213	FBgn0038213	CG9624
FBgn0034708	FBgn0034708	Vps35
FBgn0262900	FBgn0262900	CG43255
FBgn0040360	FBgn0040360	CG14626
FBgn0261436	FBgn0261436	DhpD
FBgn0015222	FBgn0015222	Fer1HCH
FBgn0039113	FBgn0039113	udt
FBgn0001215	FBgn0001215	Hrb98DE
FBgn0263916	FBgn0263916	Ent2
FBgn0259227	FBgn0259227	CG42327
FBgn0004132	FBgn0004132	boca
FBgn0010415	FBgn0010415	Sdc
FBgn0038565	FBgn0038565	CG7794
FBgn0032590	FBgn0032590	CG4631
FBgn0035964	FBgn0035964	Dhpr
FBgn0029093	FBgn0029093	cathD
FBgn0032111	FBgn0032111	CG13110
FBgn0025741	FBgn0025741	PlexA
FBgn0050291	FBgn0050291	CG30291
FBgn0035943	FBgn0035943	CG5653
