"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	" Peptides"	" PSMs"	" Unique Peptides"	" AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: A5 Mascot"	" Peptides (by Search Engine): A5 Mascot"	" Razor Peptides"	"Abundances (Grouped): F1"	"Abundances (Grouped) CV [%]: F1"	"Abundance: F1: 126, Sample, control, 1"	"Abundance: F1: 127, Sample, control, 2"	"Abundance: F1: 128, Sample, control, 3"	"Abundance: F1: 129, Sample, no_glands, 1"	"Abundance: F1: 130, Sample, no_glands, 2"	"Abundance: F1: 131, Sample, no_glands, 3"	" Protein Groups"
"-6509435756871322856"	"False"	"High"	"IsMasterProtein"	"FBgn0039757"	"FBgn0039757"	"0.000"	"13.380"	"24"	"5"	"6"	"5"	"194"	"22.2"	"9.80"	"111"	"5"	"0"	"1195.8"	"59.62"	"892.9"	"488.1"	"565.5"	"2370.5"	"2012.0"	"1601.6"	"1"
"-5732126269328777280"	"False"	"High"	"IsMasterProtein"	"FBgn0034999"	"FBgn0034999"	"0.000"	"13.376"	"3"	"1"	"2"	"1"	"687"	"76.6"	"8.09"	"113"	"1"	"0"	"11.1"	"98.22"	"2.2"	"5.7"	"2.7"	"43.0"	"22.4"	"21.4"	"1"
"-1622746521877628582"	"False"	"High"	"IsMasterProtein"	"FBgn0033287"	"FBgn0033287"	"0.000"	"13.359"	"24"	"7"	"8"	"7"	"246"	"27.6"	"9.26"	"93"	"7"	"0"	"2158.1"	"25.96"	"2280.1"	"1708.1"	"2216.6"	"2167.1"	"990.4"	"2149.2"	"1"
"-1606173636491916277"	"False"	"High"	"IsMasterProtein"	"FBgn0261625"	"FBgn0261625"	"0.000"	"13.329"	"6"	"4"	"5"	"4"	"775"	"85.2"	"7.24"	"120"	"4"	"0"	"499.2"	"26.82"	"468.8"	"446.5"	"531.5"	"677.8"	"297.8"	"626.1"	"1"
"-3545280253594510581"	"False"	"High"	"IsMasterProtein"	"FBgn0010409"	"FBgn0010409"	"0.000"	"13.328"	"28"	"6"	"6"	"6"	"177"	"21.0"	"10.62"	"143"	"6"	"0"	"967.5"	"70.71"	"688.3"	"322.0"	"300.1"	"2157.7"	"1696.9"	"1359.8"	"1"
"5879133022627129562"	"False"	"High"	"IsMasterProtein"	"FBgn0028689"	"FBgn0028689"	"0.000"	"13.273"	"12"	"5"	"5"	"5"	"439"	"49.3"	"6.48"	"128"	"5"	"0"	"298.5"	"40.02"	"316.9"	"151.7"	"170.5"	"428.9"	"416.2"	"281.2"	"1"
"2943841119333278495"	"False"	"High"	"IsMasterProtein"	"FBgn0027578"	"FBgn0027578"	"0.000"	"13.267"	"6"	"4"	"5"	"4"	"707"	"81.6"	"6.44"	"142"	"4"	"0"	"119.7"	"63.52"	"80.3"	"69.7"	"54.4"	"287.3"	"178.3"	"187.0"	"1"
"6970252112294647373"	"False"	"High"	"IsMasterProtein"	"FBgn0083956"	"FBgn0083956"	"0.000"	"13.212"	"3"	"5"	"5"	"5"	"1998"	"224.3"	"6.84"	"137"	"5"	"0"	"189.7"	"50.13"	"158.4"	"129.0"	"116.2"	"404.7"	"227.2"	"270.4"	"1"
"7357720090457623059"	"False"	"High"	"IsMasterProtein"	"FBgn0036825"	"FBgn0036825"	"0.000"	"13.210"	"34"	"5"	"6"	"4"	"149"	"17.3"	"10.95"	"122"	"5"	"1"	"706.9"	"61.15"	"578.3"	"220.4"	"297.7"	"1095.0"	"1353.6"	"864.2"	"1"
"5055255342067360270"	"False"	"High"	"IsMasterProtein"	"FBgn0036723"	"FBgn0036723"	"0.000"	"13.196"	"8"	"5"	"5"	"5"	"571"	"65.5"	"6.65"	"86"	"5"	"0"	"671.0"	"27.38"	"663.4"	"550.1"	"715.0"	"733.5"	"293.5"	"678.7"	"1"
"7440291105697217953"	"False"	"High"	"IsMasterProtein"	"FBgn0038088"	"FBgn0038088"	"0.000"	"13.178"	"14"	"3"	"3"	"3"	"227"	"25.9"	"4.81"	"169"	"3"	"0"	"215.4"	"25.43"	"232.4"	"166.5"	"186.9"	"315.9"	"285.5"	"199.6"	"1"
"-6057708206887754010"	"False"	"High"	"IsMasterProtein"	"FBgn0024320"	"FBgn0024320"	"0.000"	"13.176"	"3"	"4"	"4"	"4"	"1287"	"143.2"	"5.58"	"98"	"4"	"0"	"254.7"	"90.92"	"119.4"	"106.7"	"82.2"	"1025.6"	"543.6"	"695.9"	"1"
"218045210403914899"	"False"	"High"	"IsMasterProtein"	"FBgn0037874"	"FBgn0037874"	"0.000"	"13.162"	"17"	"1"	"2"	"1"	"172"	"19.6"	"4.81"	"171"	"1"	"0"	"10.0"	"46.96"	"8.9"	"10.5"	"9.6"	"24.2"	"9.6"	"12.1"	"1"
"2951682425234883826"	"False"	"High"	"IsMasterProtein"	"FBgn0053094"	"FBgn0053094"	"0.000"	"13.155"	"13"	"4"	"4"	"4"	"495"	"56.0"	"5.63"	"88"	"4"	"0"	"79.3"	"46.02"	"49.6"	"55.7"	"56.1"	"149.1"	"112.0"	"111.9"	"1"
"-5507643239342981815"	"False"	"High"	"IsMasterProtein"	"FBgn0261283"	"FBgn0261283"	"0.000"	"13.151"	"1"	"1"	"4"	"1"	"1113"	"124.4"	"7.71"	"213"	"1"	"0"	"90.9"	"12.09"	"97.9"	"86.9"	"95.9"	"95.1"	"72.4"	"77.7"	"1"
"-7787164624220536772"	"False"	"High"	"IsMasterProtein"	"FBgn0052488"	"FBgn0052488"	"0.000"	"13.150"	"16"	"4"	"4"	"4"	"307"	"33.9"	"6.55"	"79"	"4"	"0"	"638.5"	"28.23"	"604.5"	"483.6"	"674.4"	"698.8"	"289.1"	"699.7"	"1"
"2604549952176913477"	"False"	"High"	"IsMasterProtein"	"FBgn0053290"	"FBgn0053290"	"0.000"	"13.142"	"32"	"4"	"8"	"4"	"171"	"18.9"	"9.86"	"81"	"4"	"0"	"1692.9"	"17.35"	"1547.8"	"1639.1"	"1748.5"	"2397.7"	"1946.0"	"1629.8"	"1"
"7576395703680748325"	"False"	"High"	"IsMasterProtein"	"FBgn0039697"	"FBgn0039697"	"0.000"	"13.075"	"17"	"5"	"5"	"5"	"253"	"27.2"	"8.05"	"151"	"5"	"0"	"573.6"	"78.91"	"357.0"	"179.0"	"118.8"	"1421.6"	"955.2"	"921.5"	"1"
"-694980969198939402"	"False"	"High"	"IsMasterProtein"	"FBgn0262870"	"FBgn0262870"	"0.000"	"13.059"	"3"	"5"	"5"	"5"	"2179"	"241.4"	"5.87"	"106"	"5"	"0"	"67.2"	"93.28"	"34.6"	"28.6"	"25.4"	"280.3"	"143.4"	"130.5"	"1"
"1980238417444055798"	"False"	"High"	"IsMasterProtein"	"FBgn0037650"	"FBgn0037650"	"0.000"	"13.028"	"14"	"3"	"5"	"3"	"274"	"32.0"	"9.64"	"164"	"3"	"0"	"589.9"	"26.09"	"737.0"	"560.5"	"768.6"	"620.9"	"353.2"	"504.2"	"1"
"-8448468831369068533"	"False"	"High"	"IsMasterProtein"	"FBgn0051195"	"FBgn0051195"	"0.000"	"13.019"	"6"	"5"	"5"	"5"	"807"	"94.3"	"7.44"	"62"	"5"	"0"	"355.9"	"71.32"	"200.6"	"205.1"	"170.1"	"1006.4"	"617.6"	"700.3"	"1"
"295348247801652646"	"False"	"High"	"IsMasterProtein"	"FBgn0033883"	"FBgn0033883"	"0.000"	"13.003"	"16"	"5"	"5"	"5"	"357"	"39.1"	"9.11"	"102"	"5"	"0"	"443.5"	"28.50"	"448.7"	"342.3"	"438.4"	"681.0"	"338.3"	"569.8"	"1"
"3378043591387281792"	"False"	"High"	"IsMasterProtein"	"FBgn0038685"	"FBgn0038685"	"0.000"	"13.002"	"11"	"3"	"3"	"3"	"293"	"33.8"	"6.54"	"120"	"3"	"0"	"476.7"	"27.26"	"479.4"	"397.7"	"550.9"	"510.8"	"217.3"	"473.9"	"1"
"8894963125454471410"	"False"	"High"	"IsMasterProtein"	"FBgn0000055"	"FBgn0000055"	"0.000"	"12.950"	"29"	"6"	"6"	"6"	"256"	"27.7"	"7.43"	"110"	"6"	"0"	"815.4"	"53.08"	"705.0"	"568.4"	"461.8"	"1811.4"	"943.2"	"1319.7"	"1"
"-3328977401671545504"	"False"	"High"	"IsMasterProtein"	"FBgn0259962"	"FBgn0259962"	"0.000"	"12.943"	"14"	"1"	"8"	"1"	"93"	"11.0"	"5.41"	"117"	"1"	"0"	"754.3"	"21.99"	"833.1"	"731.4"	"791.1"	"778.0"	"447.9"	"561.5"	"1"
"-7137388468327884905"	"False"	"High"	"IsMasterProtein"	"FBgn0031918"	"FBgn0031918"	"0.000"	"12.939"	"20"	"3"	"5"	"2"	"219"	"24.9"	"8.15"	"175"	"3"	"0"	"139.7"	"97.94"	"18.2"	"67.9"	"13.6"	"493.9"	"287.3"	"343.9"	"1"
"-8925944547993251112"	"False"	"High"	"IsMasterProtein"	"FBgn0036279"	"FBgn0036279"	"0.000"	"12.903"	"5"	"4"	"4"	"4"	"1207"	"133.4"	"7.69"	"131"	"4"	"0"	"42.1"	"82.12"	"20.2"	"19.2"	"15.7"	"114.8"	"135.0"	"87.7"	"1"
"4014954565500105513"	"False"	"High"	"IsMasterProtein"	"FBgn0000150"	"FBgn0000150"	"0.000"	"12.893"	"30"	"4"	"5"	"4"	"168"	"18.7"	"8.12"	"119"	"4"	"0"	"581.3"	"35.64"	"707.8"	"356.6"	"438.2"	"772.1"	"908.9"	"477.3"	"1"
"-5774457719235238206"	"False"	"High"	"IsMasterProtein"	"FBgn0053340"	"FBgn0053340"	"0.000"	"12.877"	"21"	"5"	"9"	"5"	"229"	"26.1"	"9.89"	"91"	"5"	"0"	"2988.8"	"25.55"	"2861.3"	"2320.9"	"3121.9"	"3651.8"	"1663.6"	"3290.8"	"1"
"-7468884999959197076"	"False"	"High"	"IsMasterProtein"	"FBgn0031021"	"FBgn0031021"	"0.000"	"12.853"	"34"	"4"	"6"	"4"	"183"	"20.7"	"9.80"	"65"	"4"	"0"	"791.7"	"50.49"	"526.4"	"429.6"	"617.0"	"1595.7"	"1015.9"	"1192.1"	"1"
"452422515135804754"	"False"	"High"	"IsMasterProtein"	"FBgn0262880"	"FBgn0262880"	"0.000"	"12.834"	"41"	"4"	"4"	"4"	"103"	"11.9"	"8.41"	"127"	"4"	"0"	"355.3"	"28.00"	"534.0"	"297.7"	"300.5"	"538.7"	"368.6"	"342.6"	"1"
"-3954041871919500881"	"False"	"High"	"IsMasterProtein"	"FBgn0250832"	"FBgn0250832"	"0.000"	"12.830"	"37"	"2"	"8"	"2"	"54"	"6.2"	"9.50"	"259"	"2"	"0"	"1093.6"	"17.95"	"929.8"	"1196.3"	"999.8"	"1215.3"	"1269.7"	"784.2"	"1"
"-1785843542632124048"	"False"	"High"	"IsMasterProtein"	"FBgn0011270"	"FBgn0011270"	"0.000"	"12.800"	"18"	"5"	"7"	"4"	"292"	"32.9"	"8.94"	"75"	"5"	"0"	"1131.3"	"28.63"	"1114.7"	"846.4"	"1192.2"	"1148.1"	"478.8"	"1199.8"	"1"
"-7983694119711294044"	"False"	"High"	"IsMasterProtein"	"FBgn0039213"	"FBgn0039213"	"0.000"	"12.768"	"10"	"6"	"7"	"6"	"541"	"60.9"	"6.54"	"88"	"6"	"0"	"338.1"	"89.21"	"170.1"	"118.8"	"96.1"	"1210.7"	"672.1"	"812.0"	"1"
"35383997611037548"	"False"	"High"	"IsMasterProtein"	"FBgn0053129"	"FBgn0053129"	"0.000"	"12.759"	"5"	"3"	"3"	"3"	"677"	"75.6"	"9.44"	"89"	"3"	"0"	"327.9"	"86.62"	"168.2"	"113.3"	"104.9"	"1112.4"	"639.4"	"803.6"	"1"
"8803821423126459935"	"False"	"High"	"IsMasterProtein"	"FBgn0034745"	"FBgn0034745"	"0.000"	"12.732"	"6"	"6"	"6"	"6"	"1171"	"135.5"	"6.40"	"124"	"6"	"0"	"860.4"	"20.34"	"871.2"	"718.9"	"791.2"	"1232.6"	"849.8"	"1025.9"	"1"
"1087714369430417479"	"False"	"High"	"IsMasterProtein"	"FBgn0052392"	"FBgn0052392"	"0.000"	"12.731"	"10"	"6"	"6"	"6"	"659"	"74.0"	"5.71"	"106"	"6"	"0"	"571.1"	"24.73"	"563.2"	"454.8"	"609.7"	"579.1"	"277.3"	"581.7"	"1"
"-3764121249318035994"	"False"	"High"	"IsMasterProtein"	"FBgn0031037"	"FBgn0031037"	"0.000"	"12.710"	"20"	"5"	"8"	"5"	"192"	"21.8"	"6.57"	"108"	"5"	"0"	"483.5"	"61.39"	"322.5"	"246.0"	"263.3"	"1079.4"	"915.9"	"724.7"	"1"
"-7357412612975795061"	"False"	"High"	"IsMasterProtein"	"FBgn0265266"	"FBgn0265266"	"0.000"	"12.678"	"39"	"3"	"12"	"3"	"69"	"7.6"	"9.83"	"317"	"3"	"0"	"1281.2"	"37.31"	"1829.8"	"1659.4"	"1899.0"	"989.2"	"889.4"	"809.7"	"1"
"-3980314117452886183"	"False"	"High"	"IsMasterProtein"	"cRAP099"	"Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens GN=RPS27A PE=1 SV=2"	"0.000"	"12.670"	"28"	"4"	"16"	"4"	"156"	"18.0"	"9.64"	"329"	"4"	"0"	"1111.1"	"28.28"	"1251.2"	"787.4"	"981.8"	"1465.1"	"1682.1"	"986.6"	"1"
"-8150971788683164420"	"False"	"High"	"IsMasterProtein"	"FBgn0036928"	"FBgn0036928"	"0.000"	"12.666"	"22"	"2"	"2"	"2"	"171"	"18.8"	"7.24"	"126"	"2"	"0"	"94.5"	"94.82"	"38.3"	"30.1"	"28.5"	"400.4"	"233.1"	"252.1"	"1"
"7815854298302432185"	"False"	"High"	"IsMasterProtein"	"FBgn0013981"	"FBgn0013981"	"0.000"	"12.663"	"39"	"4"	"17"	"4"	"103"	"11.4"	"11.36"	"306"	"4"	"0"	"1870.2"	"80.39"	"957.8"	"652.7"	"741.9"	"5545.0"	"3821.9"	"3651.8"	"1"
"5238694952069391010"	"False"	"High"	"IsMasterProtein"	"FBgn0002787"	"FBgn0002787"	"0.000"	"12.620"	"13"	"3"	"3"	"3"	"358"	"40.7"	"8.98"	"84"	"3"	"0"	"460.4"	"45.71"	"516.8"	"208.2"	"202.4"	"636.9"	"650.3"	"410.1"	"1"
"1703158144850106194"	"False"	"High"	"IsMasterProtein"	"FBgn0035598"	"FBgn0035598"	"0.000"	"12.620"	"7"	"4"	"4"	"4"	"611"	"70.1"	"5.08"	"112"	"4"	"0"	"964.2"	"27.29"	"924.6"	"751.5"	"1005.5"	"1048.8"	"438.7"	"1033.6"	"1"
"1297979238477868783"	"False"	"High"	"IsMasterProtein"	"FBgn0037036"	"FBgn0037036"	"0.000"	"12.613"	"15"	"5"	"7"	"5"	"275"	"30.3"	"9.44"	"135"	"5"	"0"	"1873.5"	"20.95"	"2192.2"	"1993.1"	"2238.3"	"1761.1"	"1228.1"	"1608.6"	"1"
"3714524276343949211"	"False"	"High"	"IsMasterProtein"	"FBgn0030932"	"FBgn0030932"	"0.000"	"12.595"	"8"	"5"	"5"	"5"	"579"	"62.8"	"5.90"	"123"	"5"	"0"	"553.5"	"24.36"	"603.0"	"439.1"	"508.1"	"770.2"	"398.9"	"604.7"	"1"
"7048916248614068023"	"False"	"High"	"IsMasterProtein"	"FBgn0015737"	"FBgn0015737"	"0.000"	"12.581"	"8"	"4"	"4"	"4"	"579"	"63.4"	"9.35"	"91"	"4"	"0"	"408.1"	"80.16"	"223.5"	"201.2"	"164.3"	"1326.4"	"744.9"	"974.6"	"1"
"6454436816408798058"	"False"	"High"	"IsMasterProtein"	"FBgn0033167"	"FBgn0033167"	"0.000"	"12.545"	"23"	"3"	"5"	"3"	"134"	"15.6"	"9.38"	"121"	"3"	"0"	"241.1"	"17.62"	"269.0"	"253.3"	"267.9"	"229.5"	"163.9"	"207.7"	"1"
"5902944668577480303"	"False"	"High"	"IsMasterProtein"	"FBgn0003071"	"FBgn0003071"	"0.000"	"12.530"	"4"	"4"	"5"	"4"	"950"	"105.1"	"8.54"	"150"	"4"	"0"	"548.4"	"17.57"	"630.8"	"486.2"	"502.8"	"755.8"	"520.8"	"577.5"	"1"
"-3291339293657523343"	"False"	"High"	"IsMasterProtein"	"FBgn0262123"	"FBgn0262123"	"0.000"	"12.496"	"4"	"4"	"4"	"4"	"890"	"104.8"	"8.03"	"102"	"4"	"0"	"226.1"	"24.03"	"237.4"	"184.8"	"215.4"	"263.9"	"129.5"	"263.2"	"1"
"-1633193944679098894"	"False"	"High"	"IsMasterProtein"	"FBgn0052833"	"FBgn0052833"	"0.000"	"12.483"	"15"	"3"	"4"	"3"	"268"	"29.7"	"8.16"	"97"	"3"	"0"	"1287.6"	"25.82"	"1648.1"	"1399.3"	"1572.6"	"1184.9"	"787.6"	"1048.0"	"1"
"-2547951705686124764"	"False"	"High"	"IsMasterProtein"	"FBgn0051415"	"FBgn0051415"	"0.000"	"12.445"	"20"	"2"	"2"	"2"	"157"	"14.1"	"10.04"	"159"	"2"	"0"	"17.5"	"29.24"	"15.6"	"16.3"	"21.5"	"18.7"	"8.3"	"21.8"	"1"
"5536792442559337900"	"False"	"High"	"IsMasterProtein"	"FBgn0004656"	"FBgn0004656"	"0.000"	"12.441"	"4"	"4"	"4"	"4"	"2046"	"205.9"	"9.23"	"118"	"4"	"0"	"118.4"	"20.98"	"106.4"	"100.5"	"161.9"	"159.2"	"113.3"	"123.6"	"1"
"-2890828630823446054"	"False"	"High"	"IsMasterProtein"	"FBgn0036663"	"FBgn0036663"	"0.000"	"12.426"	"3"	"5"	"6"	"5"	"2115"	"232.1"	"6.42"	"34"	"5"	"0"	"262.7"	"22.92"	"383.9"	"276.5"	"249.0"	"381.4"	"249.6"	"238.3"	"1"
"974489439187241680"	"False"	"High"	"IsMasterProtein"	"FBgn0036780"	"FBgn0036780"	"0.000"	"12.368"	"25"	"5"	"9"	"5"	"193"	"21.3"	"8.85"	"159"	"5"	"0"	"879.9"	"17.64"	"821.8"	"825.1"	"695.1"	"1158.1"	"938.3"	"967.9"	"1"
"-1650793916728470837"	"False"	"High"	"IsMasterProtein"	"FBgn0261822"	"FBgn0261822"	"0.000"	"12.362"	"8"	"4"	"7"	"4"	"648"	"70.5"	"6.89"	"120"	"4"	"0"	"525.6"	"90.69"	"250.4"	"166.2"	"133.1"	"1863.5"	"1160.5"	"1103.4"	"1"
"-8080600669057152035"	"False"	"High"	"IsMasterProtein"	"FBgn0029155"	"FBgn0029155"	"0.000"	"12.358"	"7"	"4"	"4"	"4"	"591"	"65.3"	"6.83"	"86"	"4"	"0"	"327.8"	"98.22"	"191.3"	"73.2"	"76.6"	"1267.6"	"652.1"	"561.7"	"1"
"-8404659062450751337"	"False"	"High"	"IsMasterProtein"	"FBgn0038956"	"FBgn0038956"	"0.000"	"12.332"	"15"	"5"	"7"	"5"	"303"	"35.0"	"7.40"	"101"	"5"	"0"	"334.6"	"95.26"	"1120.0"	"1114.7"	"1101.0"	"101.7"	"83.0"	"48.8"	"1"
"-225552693754785630"	"False"	"High"	"IsMasterProtein"	"FBgn0033794"	"FBgn0033794"	"0.000"	"12.324"	"4"	"5"	"5"	"5"	"867"	"99.3"	"6.02"	"110"	"5"	"0"	"257.6"	"26.13"	"247.6"	"197.2"	"268.0"	"303.5"	"133.7"	"276.3"	"1"
"4756834715934808654"	"False"	"High"	"IsMasterProtein"	"FBgn0003062"	"FBgn0003062"	"0.000"	"12.293"	"11"	"3"	"4"	"3"	"344"	"34.6"	"10.29"	"76"	"3"	"0"	"310.3"	"77.58"	"186.6"	"88.0"	"102.0"	"793.4"	"550.1"	"516.2"	"1"
"5970487857555601920"	"False"	"High"	"IsMasterProtein"	"FBgn0031143"	"FBgn0031143"	"0.000"	"12.283"	"13"	"3"	"3"	"3"	"288"	"31.6"	"5.39"	"119"	"3"	"0"	"302.9"	"34.96"	"397.5"	"313.3"	"322.1"	"292.9"	"143.0"	"177.2"	"1"
"5037914050874325132"	"False"	"High"	"IsMasterProtein"	"FBgn0013997"	"FBgn0013997"	"0.000"	"12.273"	"3"	"5"	"5"	"5"	"1284"	"145.4"	"6.43"	"108"	"5"	"0"	"96.0"	"90.26"	"45.6"	"40.2"	"25.2"	"365.3"	"202.1"	"247.5"	"1"
"4583140475391689344"	"False"	"High"	"IsMasterProtein"	"FBgn0034154"	"FBgn0034154"	"0.000"	"12.266"	"13"	"3"	"3"	"3"	"178"	"20.4"	"5.58"	"68"	"3"	"0"	"803.5"	"19.14"	"975.9"	"879.0"	"898.7"	"734.5"	"575.5"	"683.8"	"1"
"6503861079164427497"	"False"	"High"	"IsMasterProtein"	"FBgn0259970"	"FBgn0259970"	"0.000"	"12.236"	"51"	"3"	"10"	"3"	"55"	"6.6"	"9.06"	"151"	"3"	"0"	"1031.5"	"21.99"	"1327.0"	"1188.2"	"1142.3"	"888.3"	"931.3"	"711.5"	"1"
"-5979936011085325920"	"False"	"High"	"IsMasterProtein"	"FBgn0266064"	"FBgn0266064"	"0.000"	"12.220"	"5"	"3"	"3"	"3"	"709"	"81.7"	"6.65"	"150"	"3"	"0"	"96.8"	"16.16"	"99.2"	"76.8"	"78.7"	"114.7"	"108.6"	"94.4"	"1"
"3913381650587547300"	"False"	"High"	"IsMasterProtein"	"FBgn0083951"	"FBgn0083951"	"0.000"	"12.194"	"26"	"2"	"14"	"2"	"77"	"9.0"	"9.20"	"262"	"2"	"0"	"1832.2"	"12.66"	"1756.4"	"1793.8"	"1703.6"	"2356.9"	"1871.4"	"2031.2"	"1"
"-2282317540817596041"	"False"	"High"	"IsMasterProtein"	"FBgn0031478"	"FBgn0031478"	"0.000"	"12.166"	"12"	"4"	"4"	"4"	"324"	"36.3"	"6.29"	"121"	"4"	"0"	"146.9"	"94.72"	"59.1"	"61.8"	"32.2"	"627.0"	"349.3"	"432.8"	"1"
"-4601226528864646563"	"False"	"High"	"IsMasterProtein"	"FBgn0262515"	"FBgn0262515"	"0.000"	"12.159"	"10"	"3"	"4"	"3"	"379"	"41.1"	"5.10"	"92"	"3"	"0"	"184.9"	"82.44"	"109.7"	"78.6"	"79.0"	"607.7"	"311.8"	"324.8"	"1"
"-7761005008485138987"	"False"	"High"	"IsMasterProtein"	"FBgn0259964"	"FBgn0259964"	"0.000"	"12.069"	"26"	"4"	"8"	"4"	"99"	"11.3"	"8.79"	"147"	"4"	"0"	"427.0"	"28.58"	"477.6"	"658.3"	"448.3"	"406.6"	"299.1"	"346.3"	"1"
"654159151594409808"	"False"	"High"	"IsMasterProtein"	"FBgn0029092"	"FBgn0029092"	"0.000"	"12.064"	"7"	"3"	"3"	"3"	"533"	"57.9"	"7.94"	"103"	"3"	"0"	"44.6"	"18.13"	"44.4"	"37.7"	"41.5"	"61.8"	"44.9"	"50.5"	"1"
"-3011970355323004109"	"False"	"High"	"IsMasterProtein"	"FBgn0036887"	"FBgn0036887"	"0.000"	"12.056"	"31"	"4"	"4"	"4"	"125"	"14.1"	"10.07"	"87"	"4"	"0"	"351.3"	"98.05"	"151.1"	"100.8"	"69.1"	"1497.0"	"916.1"	"816.7"	"1"
"-1059038215223217511"	"False"	"High"	"IsMasterProtein"	"FBgn0024556"	"FBgn0024556"	"0.000"	"12.049"	"4"	"3"	"3"	"3"	"489"	"54.0"	"8.03"	"99"	"3"	"0"	"308.0"	"73.31"	"188.6"	"104.4"	"105.4"	"735.4"	"550.6"	"503.0"	"1"
"-8423703967303223128"	"False"	"High"	"IsMasterProtein"	"FBgn0038826"	"FBgn0038826"	"0.000"	"12.028"	"5"	"4"	"5"	"4"	"761"	"83.2"	"8.79"	"122"	"4"	"0"	"477.2"	"70.29"	"276.0"	"233.8"	"208.1"	"1225.3"	"824.9"	"896.3"	"1"
"-3513388456454877619"	"False"	"High"	"IsMasterProtein"	"FBgn0052230"	"FBgn0052230"	"0.000"	"11.989"	"47"	"4"	"5"	"4"	"83"	"9.4"	"9.26"	"137"	"4"	"0"	"742.3"	"89.18"	"326.8"	"226.8"	"259.7"	"2688.4"	"1815.6"	"1686.3"	"1"
"-8905889007462120297"	"False"	"High"	"IsMasterProtein"	"FBgn0015221"	"FBgn0015221"	"0.000"	"11.965"	"23"	"5"	"8"	"5"	"236"	"26.2"	"6.52"	"159"	"5"	"0"	"1109.0"	"27.70"	"1018.1"	"968.9"	"796.1"	"1717.5"	"1207.9"	"1316.2"	"1"
"-8832334862707218057"	"False"	"High"	"IsMasterProtein"	"FBgn0262559"	"FBgn0262559"	"0.000"	"11.947"	"12"	"3"	"3"	"3"	"336"	"35.3"	"9.11"	"97"	"3"	"0"	"262.2"	"69.39"	"179.5"	"109.0"	"117.5"	"658.3"	"422.4"	"382.9"	"1"
"5617314986707998487"	"False"	"High"	"IsMasterProtein"	"FBgn0034237"	"FBgn0034237"	"0.000"	"11.947"	"6"	"5"	"5"	"5"	"690"	"80.4"	"6.28"	"94"	"5"	"0"	"260.6"	"46.52"	"235.1"	"119.3"	"125.7"	"407.6"	"359.9"	"288.9"	"1"
"7137384769862024168"	"False"	"High"	"IsMasterProtein"	"FBgn0028968"	"FBgn0028968"	"0.000"	"11.902"	"4"	"3"	"3"	"3"	"897"	"99.4"	"5.30"	"107"	"3"	"0"	"48.8"	"54.79"	"37.5"	"30.4"	"23.7"	"102.9"	"70.2"	"63.4"	"1"
"-904512237652658753"	"False"	"High"	"IsMasterProtein"	"FBgn0003676"	"FBgn0003676"	"0.000"	"11.893"	"9"	"6"	"6"	"6"	"557"	"59.5"	"6.39"	"122"	"6"	"0"	"332.5"	"51.87"	"585.6"	"149.4"	"265.0"	"417.2"	"606.8"	"217.4"	"1"
"5765952128813739617"	"False"	"High"	"IsMasterProtein"	"FBgn0015795"	"FBgn0015795"	"0.000"	"11.892"	"20"	"4"	"4"	"4"	"207"	"23.3"	"5.47"	"108"	"4"	"0"	"227.6"	"42.66"	"196.5"	"143.4"	"148.1"	"416.0"	"263.7"	"263.6"	"1"
"-1897649558865394187"	"False"	"High"	"IsMasterProtein"	"FBgn0262547"	"FBgn0262547"	"0.000"	"11.868"	"12"	"1"	"3"	"1"	"109"	"12.5"	"6.07"	"64"	"1"	"0"	"264.8"	"26.78"	"258.0"	"208.4"	"254.3"	"428.1"	"271.7"	"341.6"	"1"
"1752834124781054070"	"False"	"High"	"IsMasterProtein"	"FBgn0017545"	"FBgn0017545"	"0.000"	"11.863"	"15"	"4"	"5"	"4"	"268"	"30.3"	"9.61"	"141"	"4"	"0"	"694.0"	"59.06"	"626.7"	"220.7"	"251.1"	"1217.4"	"1042.2"	"768.6"	"1"
"-3184676942095822911"	"False"	"High"	"IsMasterProtein"	"FBgn0010411"	"FBgn0010411"	"0.000"	"11.856"	"24"	"4"	"6"	"4"	"152"	"17.6"	"10.48"	"111"	"4"	"0"	"844.8"	"59.21"	"663.1"	"314.9"	"382.5"	"1617.7"	"1368.4"	"1076.4"	"1"
"8230293477007522932"	"False"	"High"	"IsMasterProtein"	"FBgn0031497"	"FBgn0031497"	"0.000"	"11.844"	"9"	"4"	"4"	"4"	"501"	"56.4"	"6.49"	"86"	"4"	"0"	"188.5"	"26.63"	"203.1"	"120.0"	"131.1"	"243.2"	"212.5"	"175.0"	"1"
"-8506000856419916756"	"False"	"High"	"IsMasterProtein"	"FBgn0028687"	"FBgn0028687"	"0.000"	"11.766"	"8"	"3"	"5"	"3"	"433"	"48.5"	"6.04"	"133"	"3"	"0"	"267.1"	"17.12"	"319.5"	"202.8"	"260.8"	"298.1"	"273.6"	"219.1"	"1"
