"FBgn" "gene_symbol" "chrom" "signal" "ML.omega" "tau" "tissuemax" "BURU" "OVDU" "SRU" "STU" "POU" "FBU" "WF" "FRT.WF" "Enrich" "BUR.enrich" "OVD.enrich" "SR.enrich" "ST.enrich" "PO.enrich" "FB.enrich" "FM" "SFP" "Testis" "AG" "Gut" "Carcass" "HeadAvg" "OvaryAvg" "tissuemaxME" "BUR.6" "BUR.24" "BUR.post" "OVD.6" "OVD.24" "OVD.post" "SR.6" "SR.24" "SR.post" "ST.6" "ST.24" "ST.post" "PO.6" "PO.24" "PO.post" "FB.6" "FB.24" "FB.post" "FRT.up6" "FRT.up24" "FRT.down6" "FRT.down24"
"FBgn0040666" "CG12848" "2" "No Signal" 0.0142 0.772857569395635 "NotSpec" 4.66757317051663 4.1990060891673 4.21482697135453 3.84503060154001 3.54679054364792 6.20375510671682 4.0603778863831 "Not" NA NA NA NA NA NA NA -1.12 NA 5.24792751344359 4.70043971814109 4.32192809488736 4.16992500144231 4.10852445677817 5.08746284125034 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0026144" "CBP" "X" "No Signal" NA 0.908683442019883 "ST" 1.97882910148822 3.44638530929973 3.29582311466947 8.00324151947439 6.02275337431305 2.40682756110771 5.67372619310171 "Higher" NA NA NA NA "ST" NA NA 3.75 NA 2 1.58496250072116 2.8073549220576 3 1 7.09803208296053 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0026149" "BCL7-like" "X" "No Signal" 0.0206 0.768896303113786 "NotSpec" 1.97625679742445 2.19113111653297 1.83895394922245 2.37803328743762 2.41602673786461 1.81513417200987 3.95600872667831 "Not" NA NA NA NA NA NA NA 2.64 NA 2 2.58496250072116 2.58496250072116 2.58496250072116 2.58496250072116 5.76818432477693 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0026148" "CG12253" "2" "No Signal" 0.084 0.648679651539538 "NotSpec" 1.78376855296124 1.89816742300436 1.85717473722059 0.963866862562349 1.06043490243105 0.636075066891987 2.56707889540816 "Not" NA NA NA NA NA NA NA 1.32 NA 3 1.58496250072116 1 1 2.32192809488736 4.28540221886225 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0052479" "Usp10" "3" "No Signal" 0.1016 0.626997767019723 "NotSpec" 2.84642840336946 2.76610978674228 2.16936683127745 2.3212060514627 2.80738249056214 2.44101404448844 3.84493308013234 "Not" NA NA NA NA NA NA NA 0.888 NA 4.16992500144231 3.58496250072116 3 3.16992500144231 2.64385618977472 5.4093909361377 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Up" "Persist Up" 0 0 0 0
"FBgn0264325" "Atg6" "3" "No Signal" 0.0143 0.326756141274701 "NotSpec" 4.46985355750005 3.98745618577637 3.91221641110752 4.04503212416295 3.56147598198328 3.98709018239276 4.03431049257404 "Not" NA NA NA NA NA NA NA 0.206 NA 4.16992500144231 3 2.8073549220576 2.58496250072116 3.20945336562895 3.90689059560852 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0264324" "spg" "3" "No Signal" NA 0.632543469267907 "NotSpec" 3.76766751393373 4.43346554753896 3.60684298126508 2.22558888677869 2.59058262823191 1.34299376650957 3.63152631807605 "Not" NA NA NA NA NA NA NA 0.652 NA 1 2 1.58496250072116 2.32192809488736 3.16992500144231 3.52356195605701 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0051122" "CG31122" "3" "No Signal" 0.0407 0.396474248611808 "NotSpec" 3.37050345680312 3.88745459666415 3.82252546723834 2.68180412915223 3.14666432847338 2.18419174583737 3.54368492960815 "Not" NA NA NA NA NA NA NA 0.716 NA 3.16992500144231 3.16992500144231 3 3.32192809488736 4.2667865406949 5.49185309632967 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0051121" "CG31121" "3" "Signal" 0.0137 0.559234292464772 "NotSpec" 2.07125032680895 0.882998846280909 1.99347584201734 1.53398796884202 1.43960928595611 1.05727234246392 2.44119641578387 "Not" NA NA NA NA NA NA NA -0.322 NA 0 2.32192809488736 1 1 1.32192809488736 0 "AG" NA NA NA NA NA NA NA NA NA "Up" NA "Transient Up" NA NA NA NA NA NA 1 0 0 0
"FBgn0051126" "CG31126" "3" "No Signal" 0.0352 0.595291378772725 "NotSpec" 4.11873304750931 3.40089820156116 3.73140706916784 3.25111609221831 3.23755321284446 4.9328035425324 4.1349953328227 "Not" NA NA NA NA NA NA NA 0.0931 NA 5.85798099512757 4.16992500144231 4.16992500144231 4.08746284125034 4.33985000288462 4.93073733756289 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0267668" "lncRNA:CR46006" "3" "No Signal" NA 0.690078825733526 "NotSpec" 0.95000290407366 1.69883100442985 0.93679366439385 0.810183293159868 1.99767690030409 0.585745609478477 0.286693392633333 "Higher" NA NA "OVD" NA NA NA NA 0 NA 0 0 0 1 0.807354922057604 0 "Carcass" NA NA NA NA NA NA "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA 1 0 0 0
"FBgn0267661" "asRNA:CR45999" "3" "No Signal" NA 0.920485827574055 "ST" 2.24737411151522 2.18849237391043 2.88529253720626 5.74791549193843 3.39623043596713 0.965410640705878 0.989244682203687 "Higher" NA NA NA "SR" "ST" "PO" NA 0 NA 0 1.58496250072116 1 0 0 0 "AG" NA NA NA NA NA NA NA NA NA "Down" NA "Transient Down" NA NA NA NA NA NA 0 0 1 0
"FBgn0020369" "Rpt6" "X" "No Signal" 0.0044 0.704159966094548 "NotSpec" 5.94848492535305 5.41138787196675 5.73571853064115 6.09497745461856 5.82849526826341 6.72977964977742 7.75971820257802 "Not" NA NA NA NA NA NA NA 1.21 NA 6.53915881110803 5.7279204545632 5.7279204545632 5.70043971814109 4.89481776330794 6.94836723158468 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0264561" "Glg1" "3" "Signal" 0.0765 0.437982704483836 "NotSpec" 5.51233084031793 5.63515480065389 5.61919132454312 6.39946936638755 6.34261585226638 5.34914811363288 6.69013146274706 "Not" NA NA NA NA NA NA NA 0.854 NA 3.8073549220576 4.52356195605701 4 4 4.06608919045777 5.4262647547021 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0011726" "tsr" "2" "No Signal" 8e-04 0.466111386765378 "NotSpec" 8.71589835062183 8.33908885810703 8.51864885610821 7.76468220964097 7.62255162518881 6.83820916682337 7.02457907940022 "Not" NA NA NA NA NA NA NA 1.76 NA 8.13955135239879 8.19967234483636 9.3151495622563 7.43462822763672 7.14974711950468 9.79603960882977 "Ovary" "Up" "Up" "Persist Up" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 0 0
"FBgn0026369" "Sara" "2" "No Signal" 0.1066 0.360769243568972 "NotSpec" 5.09627419270441 5.11669455802675 5.24957623449613 4.66195235454992 4.37427463816026 3.60242411132142 4.39032190031278 "Not" NA NA NA NA NA NA NA 0.644 NA 2.58496250072116 2.58496250072116 3 2.8073549220576 3.28540221886225 4.24792751344359 "Ovary" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0038564" "CG7785" "3" "No Signal" 0.0671 0.770615812605222 "NotSpec" 3.27690355972732 3.15660398956874 2.61090869839308 2.15101219140485 1.71922372849592 1.88136036903551 4.51709367847379 "Not" NA NA NA NA NA NA NA 1.7 NA 0 1 2 1.58496250072116 2.58496250072116 4.4262647547021 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0259111" "Ndae1" "2" "No Signal" 0.0633 0.892469858309675 "NotSpec" 8.07701372922945 4.33381715218841 5.05815619383802 5.33042035215741 3.74220535230699 6.02827129359279 2.85025079831956 "Higher" NA "BUR" NA "SR" "ST" NA "FB" -1.08 NA 3.32192809488736 3.58496250072116 5.16992500144231 4.24792751344359 4.8073549220576 1 "Gut" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0259112" "asRNA:CR42254" "2" "No Signal" NA 0.590099611267298 "NotSpec" 1.75832512690179 1.31335845895082 1.83406688227441 2.11916474055285 2.90267259312599 1.66822316731036 2.31497472417812 "Not" NA NA NA NA NA NA NA 0.585 NA 0 0 0 0 0 1.58496250072116 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0039756" "CG9743" "3" "No Signal" 0.0523 0.556875485983625 "NotSpec" 6.40151643788238 6.26490756872196 6.02297564304484 6.97952790500161 6.32481159901824 1.91147367327015 4.8318422970588 "Higher" NA NA NA NA "ST" NA NA -0.451 NA 4.08746284125034 4.4594316186373 7.15987133677839 4.08746284125034 4.53915881110803 1.32192809488736 "Gut" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0039754" "CG9747" "3" "No Signal" 0.0204 0.92364624931772 "SR" 4.29267348145277 2.43197497266629 8.24864081255306 6.47859097654469 1.63149517926978 0.301457808226181 4.72126121683992 "Higher" NA NA NA "SR" NA NA NA -0.138 NA 3.16992500144231 5.24792751344359 3.90689059560852 4.75488750216347 4.24792751344359 2.90689059560852 "AG" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0037338" "Snm1" "3" "No Signal" 0.3593 0.819685956897683 "NotSpec" 1.72295617755421 1.70731404283083 2.17837074736487 1.17481854362393 1.53266061664525 0.604984957772637 3.56978494153305 "Not" NA NA NA NA NA NA NA 2.58 NA 1.58496250072116 2.58496250072116 2.32192809488736 2.58496250072116 2.08746284125034 6 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0037332" "Hcs" "3" "No Signal" 0.1864 0.389071073832719 "NotSpec" 2.94307612280358 3.16667126430793 2.91167902279226 3.65496401486358 3.11195686485383 1.77068349998681 3.61534406112045 "Not" NA NA NA NA NA NA NA 0.585 NA 2 1.58496250072116 2 2.32192809488736 3.04439411935845 3.95419631038688 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0037330" "mRpL44" "3" "Signal" 0.1895 0.595571468779063 "NotSpec" 3.40425504729571 3.19709144837574 3.23269034718343 3.06619847402432 2.98712916685109 4.50606828866959 3.72779075368711 "Not" NA NA NA NA NA NA NA 1.25 NA 4 3 3.32192809488736 3.32192809488736 3.12928301694497 4.6724253419715 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0037336" "CG2519" "3" "No Signal" 0.0557 0.357871575004594 "NotSpec" 4.87791353892736 5.31050828224158 5.29976199631425 4.29457908944714 4.83253873129163 2.2399811372507 5.06212211880089 "Not" NA NA NA NA NA NA NA 0.823 NA 2.32192809488736 2.58496250072116 2.32192809488736 2.58496250072116 4.02236781302845 4.75488750216347 "Ovary" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0037624" "CG8223" "3" "No Signal" 0.0513 0.694085651371007 "NotSpec" 4.74741941457679 5.21528459182447 4.53840623189708 5.76586199953593 4.92371324548707 3.58023680257309 6.61415741806292 "Not" NA NA NA NA NA NA NA 2.7 NA 3 4.75488750216347 5.35755200461808 5.16992500144231 5.01122725542325 8.15987133677839 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0037627" "CG13318" "3" "Signal" 0.0862 0.908831647773719 "SR" 6.37944698709585 4.59091227290242 11.3276188879807 10.3139562745408 4.29399334791822 3.35450207231957 0.24961597048217 "Higher" "allFRT" "BUR" "OVD" "SR" "ST" "PO" "FB" 0.415 NA 0 0 0 2.32192809488736 2 0 "Carcass" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0037620" "ranshi" "3" "No Signal" 0.1897 0.413315655604379 "NotSpec" 1.76646810962849 1.75884575488013 1.3060761162847 0.926233570255113 1.00417332573221 1.10791479189418 1.34346772169337 "Not" NA NA NA NA NA NA NA 2 NA 0 1 1.58496250072116 1 1 3.64385618977472 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0037621" "M1BP" "3" "No Signal" 0.033 0.430690495799712 "NotSpec" 3.76087404291007 3.88004212464254 3.79486342848474 4.31101968036029 4.03879096908952 3.96182697305508 4.74254248141534 "Not" NA NA NA NA NA NA NA 0.433 NA 4.52356195605701 4 3.58496250072116 3.16992500144231 3.6724253419715 5.20945336562895 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0037622" "CG8202" "3" "No Signal" 0.0659 0.511979751519057 "NotSpec" 2.89409961951184 2.91459118991324 2.73326105237228 3.01615337328623 3.18885382438162 1.49371550076346 3.71968247112175 "Not" NA NA NA NA NA NA NA 1.38 NA 2 1 1.58496250072116 1 1.90689059560852 3.8073549220576 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0037623" "CG9801" "3" "No Signal" 0.0388 0.456147326738902 "NotSpec" 2.23618936698719 2.09463047764861 3.63640363131336 3.36489264406316 3.17123166743594 2.22293817167666 3.37213339884852 "Not" NA NA NA NA NA NA NA -1.39 NA 5 3.4594316186373 3.32192809488736 2 3 3.8073549220576 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0000173" "ben" "X" "No Signal" 0.001 0.465112679707024 "NotSpec" 5.17648676815411 5.69470668053694 4.73619663720631 4.65332340358084 5.32134628280067 4.32447083997238 4.3932341304675 "Not" NA NA NA NA NA NA NA 1.26 NA 4.16992500144231 5.04439411935845 5.7279204545632 5.32192809488736 6.12928301694497 6.71424551766612 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0262743" "Fs(2)Ket" "2" "No Signal" 0.0565 0.892750732364137 "NotSpec" 2.93608221204724 4.37053908738479 3.21811366592884 2.77660109034032 3.41456904035221 1.65131537672711 6.36241017869572 "Not" NA NA NA NA NA NA NA 2.17 NA 4.52356195605701 4.64385618977472 4.90689059560852 5.08746284125034 5.85174904141606 7.06069593168755 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0020493" "Dad" "3" "No Signal" 0.3214 0.674125665252536 "NotSpec" 5.04742773261158 6.09364248801706 5.72990287925833 3.11336442407501 5.02074054095872 2.79649221991059 1.75062015006055 "Higher" NA "BUR" "OVD" "SR" NA "PO" NA -0.652 NA 1.58496250072116 4 3.90689059560852 4.08746284125034 4.49185309632967 4.32192809488736 "Head" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0262740" "Evi5" "X" "No Signal" 0.0017 0.576012568248746 "NotSpec" 1.84312308948702 2.71510838346984 2.63959691705271 1.58742268250852 2.49946099408345 0.906444227372286 3.20532523141292 "Not" NA NA NA NA NA NA NA 0.387 NA 3.70043971814109 3.70043971814109 2.58496250072116 2.58496250072116 3.85798099512757 4.6724253419715 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0004419" "me31B" "2" "No Signal" 0.0094 0.446529359378587 "NotSpec" 5.56439978302537 6.57016636084091 5.82314144170767 5.18036427753376 6.17962299207409 4.1821460085877 6.60464543207417 "Not" NA NA NA NA NA NA NA 4.34 NA 5.55458885167764 5.78135971352466 6.70043971814109 6.68650052718322 5.4093909361377 10.8105716347411 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0033247" "Nup44A" "2" "No Signal" 0.0228 0.652224450365895 "NotSpec" 3.80056373589469 3.71400727741239 3.61682176553223 4.09138258398028 3.74049721961998 5.86330755351437 5.89345308600676 "Not" NA NA NA NA NA NA NA 0.455 NA 5.6724253419715 3.58496250072116 2.8073549220576 3.32192809488736 3.35755200461808 4.75488750216347 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0263968" "nonC" "X" "No Signal" NA 0.40017772790141 "NotSpec" 4.27078079588891 4.48124631576068 4.42476976538323 5.16750426557452 4.85587329807701 3.38843641154096 4.86788274205153 "Not" NA NA NA NA NA NA NA 0 NA 3.32192809488736 2.32192809488736 2 1.58496250072116 2.16992500144231 2.90689059560852 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Up" NA "Transient Up" 0 0 0 0
"FBgn0050291" "CG30291" "2" "No Signal" 0.0425 0.555288865949195 "NotSpec" 4.35671302228224 4.1096389903271 4.55599435586947 6.33021508430558 6.21996792196683 5.57952265782734 5.10382439764043 "Not" NA NA NA NA NA NA NA 0.303 NA 5.52356195605701 5.95419631038687 4.64385618977472 4.52356195605701 4.06608919045777 4.97727992349992 "AG" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA NA NA NA "Up" NA "Transient Up" 1 0 0 0
"FBgn0050296" "RIC-3" "2" "No Signal" 0.111 0.808800270856312 "NotSpec" 7.26979262427539 6.37362895549802 6.27404294596961 2.75018442152397 3.37805315050165 0.762213787543663 1.46564738994163 "Higher" NA "BUR" "OVD" "SR" NA "PO" NA -2.58 NA 1.58496250072116 2.8073549220576 2.8073549220576 6.20945336562895 6.36632221424582 0.584962500721156 "Head" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0050295" "Ipk1" "2" "No Signal" 0.5145 0.556464344814134 "NotSpec" 3.10400717503405 3.05553852987809 2.78611788999377 2.26051837424983 2.83994846155859 1.20470747623185 3.70591900359685 "Not" NA NA NA NA NA NA NA 1 NA 1.58496250072116 1.58496250072116 1 1 2.4594316186373 2.70043971814109 "Ovary" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0033673" "CG8298" "2" "No Signal" 0.0769 0.754933597443707 "NotSpec" 2.89552616363059 2.89464192774349 2.76144333612172 2.69662727988585 2.30474877342584 2.63510082449137 4.56334548226881 "Not" NA NA NA NA NA NA NA -0.7 NA 6.3037807481771 3.4594316186373 2.32192809488736 2 2.58496250072116 4.49185309632967 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0020407" "asun" "3" "No Signal" 0.0405 0.768809882520487 "NotSpec" 2.25077253164632 2.29293515397697 2.20651462766921 2.47212109401597 2.4312604042202 1.78074381841898 4.11530447193943 "Not" NA NA NA NA NA NA NA 1.14 NA 2 1 1.58496250072116 1.58496250072116 1.70043971814109 3.75488750216347 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0027360" "Tim10" "2" "No Signal" 0.0266 0.466627150473808 "NotSpec" 3.35288965290545 2.68965241010238 2.87156730306973 2.38048950047974 2.49697109205963 2.86281834471496 1.84787872657596 "Not" NA NA NA NA NA NA NA 0.299 NA 8.48381577726426 7.44294349584873 7.33091687811462 6.94251450533924 6.85798099512757 8.211888294546 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Up" NA "Transient Up" 0 0 0 0
"FBgn0037232" "Suv3" "3" "No Signal" 0.1197 0.362942927335655 "NotSpec" 2.62663167910157 2.9144985389283 2.29364248746241 2.58398800755669 2.60598832019087 2.33218734769329 3.1342336150614 "Not" NA NA NA NA NA NA NA 0.874 NA 2.32192809488736 1.58496250072116 2.32192809488736 2.32192809488736 2.52356195605701 3.39231742277876 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0260817" "gkt" "2" "No Signal" 0.0641 0.933339343649024 "WF" 1.49446491254635 2.03171206221442 1.40627601064974 2.07205655450235 1.29928367080289 1.92613079341135 5.17238237902663 "Not" NA NA NA NA NA NA NA 1.58 NA 3.70043971814109 1.58496250072116 1 1 1.58496250072116 3.39231742277876 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0083936" "Acp54A1" "2" "Signal" NA 0.926062253166332 "OVD" 0.361294713861752 1.40842267561871 0.0923629530495614 0.0802638443272977 0.146824496267369 0.285616913970116 0 "Higher" NA NA "OVD" NA NA NA NA -9.5 "FRT.MRT" 6.83289001416474 11.4604558963096 4.64385618977472 3.32192809488736 0 0 "AG" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0023509" "mip130" "X" "No Signal" 0.1446 0.652725849852923 "NotSpec" 2.98599786032707 3.50866037829663 3.15637357829794 4.15248493811042 3.79644293294842 2.65298742692577 4.90140159468967 "Not" NA NA NA NA NA NA NA 1.58 NA 2.32192809488736 3.70043971814109 3.58496250072116 3.70043971814109 4 5.79441586635011 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0028406" "Drep4" "2" "No Signal" 0.0892 0.380845295873263 "NotSpec" 1.56688984688706 1.83335385531628 1.74991730258991 2.34695345534016 2.4654937928006 1.34578570507096 2.48218845475718 "Not" NA NA NA NA NA NA NA 1.22 NA 1 1 1 1 2.32192809488736 3.32192809488736 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0037235" "CG1103" "3" "No Signal" 0.1666 0.598198351678934 "NotSpec" 2.84566334471363 3.13046669142329 3.16901245836123 3.25288972688729 3.15885040217093 3.24395515839675 4.35365988424307 "Not" NA NA NA NA NA NA NA 1.72 NA 4.16992500144231 2.58496250072116 2.58496250072116 2.32192809488736 2.39231742277876 5.5077946401987 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0266557" "kis" "2" "No Signal" 0.0966 0.415600110742021 "NotSpec" 4.63636439930082 5.45025771034931 4.92153359009701 4.73859579825288 5.04565418303741 2.82157319871185 5.08004750801358 "Not" NA NA NA NA NA NA NA 1.49 NA 2.32192809488736 3.4594316186373 3.32192809488736 3.8073549220576 4.4594316186373 5.75488750216347 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0030914" "CG6106" "X" "No Signal" 0.0991 0.89275272177469 "NotSpec" 2.62667074845152 1.41436772269161 0.989595635868124 0.0843142878140055 0.329231296762274 0 0.44687143564596 "Higher" NA "BUR" "OVD" NA NA NA NA 0 NA 0 0 0 0 0 0 "NoData" "Up" NA "Transient Up" NA NA NA "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA 2 0 0 0
"FBgn0261274" "Ero1L" "3" "Signal" 0.0339 0.705620682682285 "NotSpec" 4.14553415554858 4.31583392045233 4.96617421456618 6.21590603982181 6.60811945858415 3.1323587693719 4.61865407040167 "Higher" NA NA NA NA NA "PO" NA -0.122 NA 4.70043971814109 6.18982455888002 4.4594316186373 3.8073549220576 3.4262647547021 5.12928301694497 "AG" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Up" NA "Transient Up" 0 0 0 0
"FBgn0033679" "CG8888" "2" "No Signal" 0.0291 0.82918451212729 "NotSpec" 5.99483925757477 4.87051447628117 6.5517145889044 1.3512188423013 1.61040173961171 0 0.579319818313844 "Higher" NA "BUR" "OVD" "SR" NA "PO" NA -2 NA 2 3.58496250072116 3.4594316186373 3.90689059560852 2.58496250072116 0 "Carcass" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0052412" "QC" "3" "Signal" 0.0581 0.703695747455681 "NotSpec" 2.89064525562703 3.54381967510782 4.48793707579152 4.99382517476945 4.39553748083288 4.13152082294282 5.92120125194566 "Not" NA NA NA NA NA NA NA 2.69 NA 4.8073549220576 3.4594316186373 2 2.58496250072116 2.8073549220576 6.24792751344359 "Ovary" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0
"FBgn0036571" "Strumpellin" "3" "No Signal" 0.1015 0.401596399416967 "NotSpec" 2.7796663289771 2.91829774929774 3.4023582370828 2.85386198301132 3.45566754789188 1.05775984184836 2.90505740329538 "Not" NA NA NA NA NA NA NA 1 NA 1.58496250072116 2 1.58496250072116 1 1.8073549220576 2.4594316186373 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0033504" "CAP" "2" "No Signal" 0.0873 0.505501414955541 "NotSpec" 7.13928478409601 7.05779674987591 7.01050478934439 5.80468356280612 6.24474067855515 4.373799116978 2.7383859566611 "Higher" "allFRT" "BUR" "OVD" "SR" "ST" "PO" NA -2.2 NA 1.58496250072116 3.4594316186373 4.08746284125034 4.85798099512757 4.44294349584873 1.32192809488736 "Carcass" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Up" NA "Transient Up" 0 0 0 0
"FBgn0036574" "elg1" "3" "No Signal" 0.1538 0.868106649746479 "NotSpec" 1.5630329870501 2.43843464076631 1.90714712492959 1.7362383482701 2.21328031948208 0.281842610929133 4.34676069807426 "Not" NA NA NA NA NA NA NA 3.74 NA 1 1.58496250072116 2.32192809488736 2.58496250072116 1 6.28540221886225 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0261934" "dikar" "3" "No Signal" NA 0.548090485826339 "NotSpec" 2.95619931519103 3.39578970619752 2.91159889529438 2.45112394682923 2.92289056079723 1.57506033707082 3.82972468275458 "Not" NA NA NA NA NA NA NA -0.621 NA 3.70043971814109 3.70043971814109 2.58496250072116 2.8073549220576 3.52356195605701 4.49185309632967 "Ovary" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0261931" "CG42797" "X" "No Signal" 0.0544 0.896445750671414 "NotSpec" 2.63926706681301 2.81549391233768 3.99915639178885 2.83954512508901 2.48818577120893 1.71816379239325 6.00636156088098 "Not" NA NA NA NA NA NA NA 0.926 NA 4.75488750216347 2.8073549220576 2.32192809488736 2.58496250072116 3.58496250072116 5.12928301694497 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0261933" "SmD1" "3" "No Signal" 8e-04 0.792055680997142 "NotSpec" 3.21731127573999 3.52956270645424 3.21693860652026 3.74032416643997 3.58298755274479 5.00793872317849 6.05439566286699 "Not" NA NA NA NA NA NA NA 1.3 NA 7.85798099512757 6.2667865406949 4.70043971814109 4.58496250072116 3.6724253419715 7.53138146051631 "Testis" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0
